id,product_tmpl_id/id,product_qty,code,active,type,company_id/id,previous_bom_id/id,product_uom_id/id,sequence
"__setup__.mrp_bom_133","__setup__.product_template_496","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","70"
"__setup__.mrp_bom_134","__setup__.product_template_187","1.0","","true","normal","base.main_company","__setup__.mrp_bom_133","product.product_uom_categ_unit",""
"__setup__.mrp_bom_135","__setup__.product_template_287","1.0","","true","normal","base.main_company","__setup__.mrp_bom_133","product.product_uom_categ_unit",""
"__setup__.mrp_bom_136","__setup__.product_template_497","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","69"
"__setup__.mrp_bom_137","__setup__.product_template_198","1.0","","true","normal","base.main_company","__setup__.mrp_bom_136","product.product_uom_categ_unit",""
"__setup__.mrp_bom_138","__setup__.product_template_498","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","68"
"__setup__.mrp_bom_139","__setup__.product_template_174","1.0","","true","normal","base.main_company","__setup__.mrp_bom_138","product.product_uom_categ_unit",""
"__setup__.mrp_bom_140","__setup__.product_template_499","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","67"
"__setup__.mrp_bom_141","__setup__.product_template_894","1.0","","true","normal","base.main_company","__setup__.mrp_bom_140","product.product_uom_categ_unit",""
"__setup__.mrp_bom_142","__setup__.product_template_276","1.0","","true","normal","base.main_company","__setup__.mrp_bom_140","product.product_uom_categ_unit",""
"__setup__.mrp_bom_143","__setup__.product_template_556","1.0","","true","normal","base.main_company","__setup__.mrp_bom_140","product.product_uom_categ_unit",""
"__setup__.mrp_bom_144","__setup__.product_template_502","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","66"
"__setup__.mrp_bom_149","__setup__.product_template_503","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","65"
"__setup__.mrp_bom_150","__setup__.product_template_268","1.0","","true","normal","base.main_company","__setup__.mrp_bom_149","product.product_uom_categ_unit",""
"__setup__.mrp_bom_151","__setup__.product_template_258","1.0","","true","normal","base.main_company","__setup__.mrp_bom_149","product.product_uom_categ_unit",""
"__setup__.mrp_bom_152","__setup__.product_template_269","1.0","","true","normal","base.main_company","__setup__.mrp_bom_149","product.product_uom_categ_unit",""
"__setup__.mrp_bom_153","__setup__.product_template_313","1.0","","true","normal","base.main_company","__setup__.mrp_bom_149","product.product_uom_categ_unit",""
"__setup__.mrp_bom_154","__setup__.product_template_310","1.0","","true","normal","base.main_company","__setup__.mrp_bom_149","product.product_uom_categ_unit",""
"__setup__.mrp_bom_156","__setup__.product_template_504","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","39"
"__setup__.mrp_bom_157","__setup__.product_template_261","1.0","","true","normal","base.main_company","__setup__.mrp_bom_156","product.product_uom_categ_unit",""
"__setup__.mrp_bom_158","__setup__.product_template_894","1.0","","true","normal","base.main_company","__setup__.mrp_bom_156","product.product_uom_categ_unit",""
"__setup__.mrp_bom_163","__setup__.product_template_506","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","64"
"__setup__.mrp_bom_165","__setup__.product_template_507","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","68"
"__setup__.mrp_bom_166","__setup__.product_template_256","1.0","","true","normal","base.main_company","__setup__.mrp_bom_165","product.product_uom_categ_unit",""
"__setup__.mrp_bom_167","__setup__.product_template_178","0.1","","true","normal","base.main_company","__setup__.mrp_bom_165","product.product_uom_meter",""
"__setup__.mrp_bom_168","__setup__.product_template_303","1.0","","true","normal","base.main_company","__setup__.mrp_bom_165","product.product_uom_categ_unit",""
"__setup__.mrp_bom_169","__setup__.product_template_508","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","67"
"__setup__.mrp_bom_170","__setup__.product_template_257","1.0","","true","normal","base.main_company","__setup__.mrp_bom_169","product.product_uom_categ_unit",""
"__setup__.mrp_bom_171","__setup__.product_template_295","1.0","","true","normal","base.main_company","__setup__.mrp_bom_169","product.product_uom_categ_unit",""
"__setup__.mrp_bom_172","__setup__.product_template_296","1.0","","true","normal","base.main_company","__setup__.mrp_bom_169","product.product_uom_categ_unit",""
"__setup__.mrp_bom_174","__setup__.product_template_509","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","66"
"__setup__.mrp_bom_175","__setup__.product_template_316","1.0","","true","normal","base.main_company","__setup__.mrp_bom_174","product.product_uom_categ_unit",""
"__setup__.mrp_bom_176","__setup__.product_template_306","1.0","","true","normal","base.main_company","__setup__.mrp_bom_174","product.product_uom_categ_unit",""
"__setup__.mrp_bom_177","__setup__.product_template_510","1.0","","true","normal","base.main_company","","product.product_uom_jx","65"
"__setup__.mrp_bom_178","__setup__.product_template_290","6.0","","true","normal","base.main_company","__setup__.mrp_bom_177","product.product_uom_jx",""
"__setup__.mrp_bom_179","__setup__.product_template_511","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","64"
"__setup__.mrp_bom_181","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_179","product.product_uom_categ_unit",""
"__setup__.mrp_bom_182","__setup__.product_template_297","2.0","","true","normal","base.main_company","__setup__.mrp_bom_179","product.product_uom_categ_unit",""
"__setup__.mrp_bom_184","__setup__.product_template_577","1.0","","true","normal","base.main_company","__setup__.mrp_bom_179","product.product_uom_categ_unit",""
"__setup__.mrp_bom_185","__setup__.product_template_606","4.0","","true","normal","base.main_company","__setup__.mrp_bom_179","product.product_uom_categ_unit",""
"__setup__.mrp_bom_186","__setup__.product_template_584","6.0","","true","normal","base.main_company","__setup__.mrp_bom_179","product.product_uom_categ_unit",""
"__setup__.mrp_bom_187","__setup__.product_template_513","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","63"
"__setup__.mrp_bom_188","__setup__.product_template_955","1.0","","true","normal","base.main_company","__setup__.mrp_bom_187","product.product_uom_categ_unit",""
"__setup__.mrp_bom_189","__setup__.product_template_301","1.0","","true","normal","base.main_company","__setup__.mrp_bom_187","product.product_uom_categ_unit",""
"__setup__.mrp_bom_190","__setup__.product_template_258","1.0","","true","normal","base.main_company","__setup__.mrp_bom_187","product.product_uom_categ_unit",""
"__setup__.mrp_bom_191","__setup__.product_template_514","1.0","","true","normal","base.main_company","","product.product_uom_jx","66"
"__setup__.mrp_bom_193","__setup__.product_template_515","1.0","","true","normal","base.main_company","","product.product_uom_jx","65"
"__setup__.mrp_bom_195","__setup__.product_template_516","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","64"
"__setup__.mrp_bom_196","__setup__.product_template_541","2.0","","true","normal","base.main_company","__setup__.mrp_bom_195","product.product_uom_categ_unit",""
"__setup__.mrp_bom_197","__setup__.product_template_542","2.0","","true","normal","base.main_company","__setup__.mrp_bom_195","product.product_uom_categ_unit",""
"__setup__.mrp_bom_198","__setup__.product_template_519","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","63"
"__setup__.mrp_bom_199","__setup__.product_template_547","1.0","","true","normal","base.main_company","__setup__.mrp_bom_198","product.product_uom_categ_unit",""
"__setup__.mrp_bom_200","__setup__.product_template_546","2.0","","true","normal","base.main_company","__setup__.mrp_bom_198","product.product_uom_categ_unit",""
"__setup__.mrp_bom_202","__setup__.product_template_569","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","62"
"__setup__.mrp_bom_203","__setup__.product_template_310","1.0","","true","normal","base.main_company","__setup__.mrp_bom_202","product.product_uom_categ_unit",""
"__setup__.mrp_bom_204","__setup__.product_template_131","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","61"
"__setup__.mrp_bom_205","__setup__.product_template_190","1.0","","true","normal","base.main_company","__setup__.mrp_bom_204","product.product_uom_categ_unit",""
"__setup__.mrp_bom_206","__setup__.product_template_133","1.0","","true","normal","base.main_company","","product.product_uom_jx","60"
"__setup__.mrp_bom_207","__setup__.product_template_548","10.0","","true","normal","base.main_company","__setup__.mrp_bom_206","product.product_uom_categ_unit",""
"__setup__.mrp_bom_208","__setup__.product_template_234","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","59"
"__setup__.mrp_bom_209","__setup__.product_template_240","1.0","","true","normal","base.main_company","__setup__.mrp_bom_208","product.product_uom_categ_unit",""
"__setup__.mrp_bom_210","__setup__.product_template_478","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","58"
"__setup__.mrp_bom_211","__setup__.product_template_366","1.0","","true","normal","base.main_company","__setup__.mrp_bom_210","product.product_uom_categ_unit",""
"__setup__.mrp_bom_212","__setup__.product_template_485","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","57"
"__setup__.mrp_bom_213","__setup__.product_template_1370","1.0","","true","normal","base.main_company","__setup__.mrp_bom_212","product.product_uom_categ_unit",""
"__setup__.mrp_bom_214","__setup__.product_template_283","1.0","","true","normal","base.main_company","__setup__.mrp_bom_212","product.product_uom_categ_unit",""
"__setup__.mrp_bom_215","__setup__.product_template_486","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","56"
"__setup__.mrp_bom_216","__setup__.product_template_213","1.0","","true","normal","base.main_company","__setup__.mrp_bom_215","product.product_uom_categ_unit",""
"__setup__.mrp_bom_217","__setup__.product_template_328","1.0","","true","normal","base.main_company","","product.product_uom_jx","55"
"__setup__.mrp_bom_219","__setup__.product_template_700","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","54"
"__setup__.mrp_bom_221","__setup__.product_template_471","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","53"
"__setup__.mrp_bom_222","__setup__.product_template_365","1.0","","true","normal","base.main_company","__setup__.mrp_bom_221","product.product_uom_categ_unit",""
"__setup__.mrp_bom_223","__setup__.product_template_487","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","52"
"__setup__.mrp_bom_224","__setup__.product_template_1370","1.0","","true","normal","base.main_company","__setup__.mrp_bom_223","product.product_uom_categ_unit",""
"__setup__.mrp_bom_225","__setup__.product_template_283","1.0","","true","normal","base.main_company","__setup__.mrp_bom_223","product.product_uom_categ_unit",""
"__setup__.mrp_bom_226","__setup__.product_template_474","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","51"
"__setup__.mrp_bom_227","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_226","product.product_uom_jx",""
"__setup__.mrp_bom_229","__setup__.product_template_255","2.0","","true","normal","base.main_company","__setup__.mrp_bom_226","product.product_uom_categ_unit",""
"__setup__.mrp_bom_230","__setup__.product_template_475","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","50"
"__setup__.mrp_bom_231","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_230","product.product_uom_jx",""
"__setup__.mrp_bom_234","__setup__.product_template_488","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","49"
"__setup__.mrp_bom_235","__setup__.product_template_260","1.0","","true","normal","base.main_company","__setup__.mrp_bom_234","product.product_uom_categ_unit",""
"__setup__.mrp_bom_236","__setup__.product_template_616","1.0","","true","normal","base.main_company","__setup__.mrp_bom_234","product.product_uom_categ_unit",""
"__setup__.mrp_bom_237","__setup__.product_template_621","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","8"
"__setup__.mrp_bom_238","__setup__.product_template_553","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_239","__setup__.product_template_578","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_240","__setup__.product_template_552","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_241","__setup__.product_template_769","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_242","__setup__.product_template_534","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_243","__setup__.product_template_564","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","41"
"__setup__.mrp_bom_244","__setup__.product_template_553","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_245","__setup__.product_template_578","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_246","__setup__.product_template_552","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_247","__setup__.product_template_769","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_248","__setup__.product_template_534","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_249","__setup__.product_template_465","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","48"
"__setup__.mrp_bom_252","__setup__.product_template_552","1.0","","true","normal","base.main_company","__setup__.mrp_bom_249","product.product_uom_categ_unit",""
"__setup__.mrp_bom_256","__setup__.product_template_466","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","47"
"__setup__.mrp_bom_259","__setup__.product_template_552","1.0","","true","normal","base.main_company","__setup__.mrp_bom_256","product.product_uom_categ_unit",""
"__setup__.mrp_bom_263","__setup__.product_template_330","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","46"
"__setup__.mrp_bom_264","__setup__.product_template_271","1.0","","true","normal","base.main_company","__setup__.mrp_bom_263","product.product_uom_categ_unit",""
"__setup__.mrp_bom_265","__setup__.product_template_468","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","45"
"__setup__.mrp_bom_266","__setup__.product_template_188","2.0","","true","normal","base.main_company","__setup__.mrp_bom_265","product.product_uom_categ_unit",""
"__setup__.mrp_bom_267","__setup__.product_template_470","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","44"
"__setup__.mrp_bom_269","__setup__.product_template_562","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","43"
"__setup__.mrp_bom_271","__setup__.product_template_568","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","42"
"__setup__.mrp_bom_273","__setup__.product_template_619","1.0","","true","normal","base.main_company","__setup__.mrp_bom_256","product.product_uom_categ_unit",""
"__setup__.mrp_bom_275","__setup__.product_template_619","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_276","__setup__.product_template_617","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_277","__setup__.product_template_622","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","40"
"__setup__.mrp_bom_278","__setup__.product_template_553","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_279","__setup__.product_template_578","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_280","__setup__.product_template_552","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_281","__setup__.product_template_769","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_282","__setup__.product_template_534","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_283","__setup__.product_template_618","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_284","__setup__.product_template_712","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","38"
"__setup__.mrp_bom_285","__setup__.product_template_607","6.0","","true","normal","base.main_company","__setup__.mrp_bom_284","product.product_uom_jx",""
"__setup__.mrp_bom_286","__setup__.product_template_706","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","37"
"__setup__.mrp_bom_287","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_286","product.product_uom_jx",""
"__setup__.mrp_bom_288","__setup__.product_template_255","2.0","","true","normal","base.main_company","__setup__.mrp_bom_286","product.product_uom_categ_unit",""
"__setup__.mrp_bom_289","__setup__.product_template_607","1.0","","true","normal","base.main_company","__setup__.mrp_bom_286","product.product_uom_jx",""
"__setup__.mrp_bom_290","__setup__.product_template_707","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","36"
"__setup__.mrp_bom_291","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_290","product.product_uom_jx",""
"__setup__.mrp_bom_292","__setup__.product_template_541","2.0","","true","normal","base.main_company","__setup__.mrp_bom_290","product.product_uom_categ_unit",""
"__setup__.mrp_bom_293","__setup__.product_template_607","1.0","","true","normal","base.main_company","__setup__.mrp_bom_290","product.product_uom_jx",""
"__setup__.mrp_bom_294","__setup__.product_template_702","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","35"
"__setup__.mrp_bom_295","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_294","product.product_uom_jx",""
"__setup__.mrp_bom_297","__setup__.product_template_606","4.0","","true","normal","base.main_company","__setup__.mrp_bom_294","product.product_uom_categ_unit",""
"__setup__.mrp_bom_298","__setup__.product_template_703","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","34"
"__setup__.mrp_bom_299","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_298","product.product_uom_jx",""
"__setup__.mrp_bom_301","__setup__.product_template_606","4.0","","true","normal","base.main_company","__setup__.mrp_bom_298","product.product_uom_categ_unit",""
"__setup__.mrp_bom_302","__setup__.product_template_708","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","33"
"__setup__.mrp_bom_303","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_302","product.product_uom_jx",""
"__setup__.mrp_bom_304","__setup__.product_template_607","1.0","","true","normal","base.main_company","__setup__.mrp_bom_302","product.product_uom_jx",""
"__setup__.mrp_bom_305","__setup__.product_template_606","4.0","","true","normal","base.main_company","__setup__.mrp_bom_302","product.product_uom_categ_unit",""
"__setup__.mrp_bom_306","__setup__.product_template_709","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","32"
"__setup__.mrp_bom_307","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_306","product.product_uom_jx",""
"__setup__.mrp_bom_308","__setup__.product_template_607","1.0","","true","normal","base.main_company","__setup__.mrp_bom_306","product.product_uom_jx",""
"__setup__.mrp_bom_309","__setup__.product_template_606","4.0","","true","normal","base.main_company","__setup__.mrp_bom_306","product.product_uom_categ_unit",""
"__setup__.mrp_bom_310","__setup__.product_template_472","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","31"
"__setup__.mrp_bom_312","__setup__.product_template_589","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","30"
"__setup__.mrp_bom_313","__setup__.product_template_961","1.0","","true","normal","base.main_company","__setup__.mrp_bom_312","product.product_uom_categ_unit",""
"__setup__.mrp_bom_314","__setup__.product_template_587","1.0","","true","normal","base.main_company","__setup__.mrp_bom_269","product.product_uom_categ_unit",""
"__setup__.mrp_bom_317","__setup__.product_template_467","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","28"
"__setup__.mrp_bom_377","__setup__.product_template_705","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","26"
"__setup__.mrp_bom_408","__setup__.product_template_668","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","25"
"__setup__.mrp_bom_410","__setup__.product_template_512","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","24"
"__setup__.mrp_bom_411","__setup__.product_template_283","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_412","__setup__.product_template_297","4.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_413","__setup__.product_template_694","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_415","__setup__.product_template_696","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_417","__setup__.product_template_504","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_419","__setup__.product_template_546","2.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_420","__setup__.product_template_547","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_422","__setup__.product_template_252","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_jx","0"
"__setup__.mrp_bom_425","__setup__.product_template_542","4.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_426","__setup__.product_template_606","12.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_427","__setup__.product_template_451","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_428","__setup__.product_template_1370","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","5"
"__setup__.mrp_bom_431","__setup__.product_template_513","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_432","__setup__.product_template_298","6.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_433","__setup__.product_template_299","3.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_434","__setup__.product_template_420","3.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_435","__setup__.product_template_508","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_436","__setup__.product_template_507","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_437","__setup__.product_template_509","1.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_439","__setup__.product_template_1708","4.0","","true","normal","base.main_company","__setup__.mrp_bom_410","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_441","__setup__.product_template_570","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","23"
"__setup__.mrp_bom_474","__setup__.product_template_800","1.0","","true","normal","base.main_company","__setup__.mrp_bom_219","product.product_uom_categ_unit",""
"__setup__.mrp_bom_489","__setup__.product_template_557","1.0","","true","normal","base.main_company","__setup__.mrp_bom_237","product.product_uom_categ_unit",""
"__setup__.mrp_bom_490","__setup__.product_template_557","1.0","","true","normal","base.main_company","__setup__.mrp_bom_243","product.product_uom_categ_unit",""
"__setup__.mrp_bom_491","__setup__.product_template_557","1.0","","true","normal","base.main_company","__setup__.mrp_bom_277","product.product_uom_categ_unit",""
"__setup__.mrp_bom_547","__setup__.product_template_493","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","21"
"__setup__.mrp_bom_548","__setup__.product_template_274","4.0","","true","normal","base.main_company","__setup__.mrp_bom_547","product.product_uom_categ_unit",""
"__setup__.mrp_bom_550","__setup__.product_template_141","0.2","","true","normal","base.main_company","__setup__.mrp_bom_547","product.product_uom_meter",""
"__setup__.mrp_bom_551","__setup__.product_template_494","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","20"
"__setup__.mrp_bom_553","__setup__.product_template_495","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","19"
"__setup__.mrp_bom_554","__setup__.product_template_242","1.0","","true","normal","base.main_company","__setup__.mrp_bom_553","product.product_uom_categ_unit",""
"__setup__.mrp_bom_555","__setup__.product_template_178","0.1","","true","normal","base.main_company","__setup__.mrp_bom_553","product.product_uom_meter",""
"__setup__.mrp_bom_556","__setup__.product_template_347","1.0","","true","normal","base.main_company","__setup__.mrp_bom_553","product.product_uom_categ_unit",""
"__setup__.mrp_bom_557","__setup__.product_template_500","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","18"
"__setup__.mrp_bom_560","__setup__.product_template_501","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","17"
"__setup__.mrp_bom_561","__setup__.product_template_243","1.0","","true","normal","base.main_company","__setup__.mrp_bom_560","product.product_uom_categ_unit",""
"__setup__.mrp_bom_562","__setup__.product_template_518","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","16"
"__setup__.mrp_bom_563","__setup__.product_template_556","1.0","","true","normal","base.main_company","__setup__.mrp_bom_562","product.product_uom_categ_unit",""
"__setup__.mrp_bom_565","__setup__.product_template_625","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","14"
"__setup__.mrp_bom_566","__setup__.product_template_283","1.0","","true","normal","base.main_company","__setup__.mrp_bom_565","product.product_uom_categ_unit",""
"__setup__.mrp_bom_567","__setup__.product_template_340","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","6"
"__setup__.mrp_bom_568","__setup__.product_template_496","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_570","__setup__.product_template_499","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_571","__setup__.product_template_498","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_573","__setup__.product_template_500","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_574","__setup__.product_template_283","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_575","__setup__.product_template_495","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_576","__setup__.product_template_1370","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_577","__setup__.product_template_236","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_jx",""
"__setup__.mrp_bom_578","__setup__.product_template_140","0.2","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_meter",""
"__setup__.mrp_bom_579","__setup__.product_template_141","0.3","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_meter",""
"__setup__.mrp_bom_584","__setup__.product_template_174","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_585","__setup__.product_template_274","2.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_586","__setup__.product_template_282","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_587","__setup__.product_template_243","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_588","__setup__.product_template_545","1.0","","true","normal","base.main_company","__setup__.mrp_bom_567","product.product_uom_categ_unit",""
"__setup__.mrp_bom_589","__setup__.product_template_460","1.0","","true","normal","base.main_company","","product.product_uom_categ_unit","13"
"__setup__.mrp_bom_590","__setup__.product_template_496","1.0","","true","normal","base.main_company","__setup__.mrp_bom_589","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_591","__setup__.product_template_499","1.0","","true","normal","base.main_company","__setup__.mrp_bom_589","product.product_uom_categ_unit","0"
"__setup__.mrp_bom_592","__setup__.product_template_498","1.0","","true","normal","base.main_company","__setup__.mrp_bom_589","product.product_uom_categ_unit","0"
