"id","name","product_id/id","warehouse_id/id","location_id/id","company_id/id","product_min_qty","product_max_qty","qty_multiple","lead_days"
"__setup__.stock_warehouse_orderpoint_1637","MCPLA01507A","__setup__.product_template_1637","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1547","60401","__setup__.product_template_1547","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_782","60293","__setup__.product_template_782","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_2012","HWPCB00857E","__setup__.product_template_2012","stock.warehouse0","stock.stock_location_stock","base.main_company","550.0","551.0","1","1"
"__setup__.stock_warehouse_orderpoint_795","60305","__setup__.product_template_795","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_733","60282","__setup__.product_template_733","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_1642","60407","__setup__.product_template_1642","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1612","TBD","__setup__.product_template_1612","stock.warehouse0","stock.stock_location_stock","base.main_company","12.0","13.0","1","1"
"__setup__.stock_warehouse_orderpoint_1389","MCPLA01450A","__setup__.product_template_1389","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_1741","MCOTH00529A","__setup__.product_template_1741","stock.warehouse0","stock.stock_location_stock","base.main_company","800.0","801.0","1","1"
"__setup__.stock_warehouse_orderpoint_1638","MCPLA01508A","__setup__.product_template_1638","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1735","MCLAB00568A","__setup__.product_template_1735","stock.warehouse0","stock.stock_location_stock","base.main_company","600.0","601.0","1","1"
"__setup__.stock_warehouse_orderpoint_187","60045","__setup__.product_template_187","stock.warehouse0","stock.stock_location_stock","base.main_company","2.0","3.0","1","1"
"__setup__.stock_warehouse_orderpoint_1737","MCLAB00586A","__setup__.product_template_1737","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1962","CPCON01762A","__setup__.product_template_1962","stock.warehouse0","stock.stock_location_stock","base.main_company","700.0","701.0","1","1"
"__setup__.stock_warehouse_orderpoint_301","MCANT00009A","__setup__.product_template_301","stock.warehouse0","stock.stock_location_stock","base.main_company","335.0","336.0","1","1"
"__setup__.stock_warehouse_orderpoint_1989","MCLAB00560A","__setup__.product_template_1989","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_1546","MCSAS00527A","__setup__.product_template_1546","stock.warehouse0","stock.stock_location_stock","base.main_company","1100.0","1101.0","1","1"
"__setup__.stock_warehouse_orderpoint_910","702-04-01","__setup__.product_template_910","stock.warehouse0","stock.stock_location_stock","base.main_company","130.0","131.0","1","1"
"__setup__.stock_warehouse_orderpoint_236","60086","__setup__.product_template_236","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_311","60162","__setup__.product_template_311","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_2002","SI020002AC","__setup__.product_template_2002","stock.warehouse0","stock.stock_location_stock","base.main_company","1100.0","1101.0","1","1"
"__setup__.stock_warehouse_orderpoint_1433","MCLPA01429A","__setup__.product_template_1433","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_1460","MCFAS00387A","__setup__.product_template_1460","stock.warehouse0","stock.stock_location_stock","base.main_company","900.0","901.0","1","1"
"__setup__.stock_warehouse_orderpoint_792","60306","__setup__.product_template_792","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_2003","SI020003AC","__setup__.product_template_2003","stock.warehouse0","stock.stock_location_stock","base.main_company","1100.0","1101.0","1","1"
"__setup__.stock_warehouse_orderpoint_243","60093","__setup__.product_template_243","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_897","60260C","__setup__.product_template_897","stock.warehouse0","stock.stock_location_stock","base.main_company","25.0","26.0","1","1"
"__setup__.stock_warehouse_orderpoint_838","60319","__setup__.product_template_838","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_2016","MCCBL00122A","__setup__.product_template_2016","stock.warehouse0","stock.stock_location_stock","base.main_company","600.0","601.0","1","1"
"__setup__.stock_warehouse_orderpoint_1237","MCCBL00042A","__setup__.product_template_1237","stock.warehouse0","stock.stock_location_stock","base.main_company","80.0","81.0","1","1"
"__setup__.stock_warehouse_orderpoint_282","60132","__setup__.product_template_282","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_286","60137","__setup__.product_template_286","stock.warehouse0","stock.stock_location_stock","base.main_company","335.0","336.0","1","1"
"__setup__.stock_warehouse_orderpoint_1608","MCLAB00556A","__setup__.product_template_1608","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1369","MCPLA01449A","__setup__.product_template_1369","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_907","60343","__setup__.product_template_907","stock.warehouse0","stock.stock_location_stock","base.main_company","25.0","26.0","1","1"
"__setup__.stock_warehouse_orderpoint_846","60327","__setup__.product_template_846","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_840","MCPKG00995A","__setup__.product_template_840","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_312","60163","__setup__.product_template_312","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_873","60335","__setup__.product_template_873","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_847","60328","__setup__.product_template_847","stock.warehouse0","stock.stock_location_stock","base.main_company","750.0","751.0","1","1"
"__setup__.stock_warehouse_orderpoint_1714","MCSAS00591A","__setup__.product_template_1714","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_545","60219","__setup__.product_template_545","stock.warehouse0","stock.stock_location_stock","base.main_company","2.0","3.0","1","1"
"__setup__.stock_warehouse_orderpoint_843","MCOTH00499A","__setup__.product_template_843","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1736","MCLAB00569A","__setup__.product_template_1736","stock.warehouse0","stock.stock_location_stock","base.main_company","600.0","601.0","1","1"
"__setup__.stock_warehouse_orderpoint_1652","MCLAB00561A","__setup__.product_template_1652","stock.warehouse0","stock.stock_location_stock","base.main_company","350.0","351.0","1","1"
"__setup__.stock_warehouse_orderpoint_561","60232","__setup__.product_template_561","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_347","60037","__setup__.product_template_347","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_240","60090","__setup__.product_template_240","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_174","60032","__setup__.product_template_174","stock.warehouse0","stock.stock_location_stock","base.main_company","16.0","17.0","1","1"
"__setup__.stock_warehouse_orderpoint_274","60124","__setup__.product_template_274","stock.warehouse0","stock.stock_location_stock","base.main_company","6.0","7.0","1","1"
"__setup__.stock_warehouse_orderpoint_420","MCFAS00403A","__setup__.product_template_420","stock.warehouse0","stock.stock_location_stock","base.main_company","1200.0","1201.0","1","1"
"__setup__.stock_warehouse_orderpoint_299","60150","__setup__.product_template_299","stock.warehouse0","stock.stock_location_stock","base.main_company","830.0","831.0","1","1"
"__setup__.stock_warehouse_orderpoint_1061","MCMET00505A","__setup__.product_template_1061","stock.warehouse0","stock.stock_location_stock","base.main_company","24.0","25.0","1","1"
"__setup__.stock_warehouse_orderpoint_213","60046","__setup__.product_template_213","stock.warehouse0","stock.stock_location_stock","base.main_company","2.0","3.0","1","1"
"__setup__.stock_warehouse_orderpoint_1996","CPSHI00048A","__setup__.product_template_1996","stock.warehouse0","stock.stock_location_stock","base.main_company","800.0","801.0","1","1"
"__setup__.stock_warehouse_orderpoint_577","60236","__setup__.product_template_577","stock.warehouse0","stock.stock_location_stock","base.main_company","390.0","391.0","1","1"
"__setup__.stock_warehouse_orderpoint_1891","MCLAB00600A","__setup__.product_template_1891","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1997","CPSHI00049A","__setup__.product_template_1997","stock.warehouse0","stock.stock_location_stock","base.main_company","800.0","801.0","1","1"
"__setup__.stock_warehouse_orderpoint_1445","MCOTH00473A","__setup__.product_template_1445","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_993","MCRUB00209A","__setup__.product_template_993","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_968","MCELE00360A","__setup__.product_template_968","stock.warehouse0","stock.stock_location_stock","base.main_company","10.0","11.0","1","1"
"__setup__.stock_warehouse_orderpoint_1892","MCLAB00566C","__setup__.product_template_1892","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_894","60337","__setup__.product_template_894","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_631","60256 AA","__setup__.product_template_631","stock.warehouse0","stock.stock_location_stock","base.main_company","160.0","161.0","1","1"
"__setup__.stock_warehouse_orderpoint_945","MCLAB00424B","__setup__.product_template_945","stock.warehouse0","stock.stock_location_stock","base.main_company","290.0","291.0","1","1"
"__setup__.stock_warehouse_orderpoint_925","MCLAB00460A","__setup__.product_template_925","stock.warehouse0","stock.stock_location_stock","base.main_company","290.0","291.0","1","1"
"__setup__.stock_warehouse_orderpoint_1998","CPSHI00047A","__setup__.product_template_1998","stock.warehouse0","stock.stock_location_stock","base.main_company","800.0","801.0","1","1"
"__setup__.stock_warehouse_orderpoint_1719","MCSAS00589A","__setup__.product_template_1719","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_124","701-05-01","__setup__.product_template_124","stock.warehouse0","stock.stock_location_stock","base.main_company","260.0","261.0","1","1"
"__setup__.stock_warehouse_orderpoint_784","60295","__setup__.product_template_784","stock.warehouse0","stock.stock_location_stock","base.main_company","30.0","31.0","1","1"
"__setup__.stock_warehouse_orderpoint_1738","MCFOM00053B","__setup__.product_template_1738","stock.warehouse0","stock.stock_location_stock","base.main_company","450.0","451.0","1","1"
"__setup__.stock_warehouse_orderpoint_1502","PF074004AA","__setup__.product_template_1502","stock.warehouse0","stock.stock_location_stock","base.main_company","30.0","31.0","1","1"
"__setup__.stock_warehouse_orderpoint_1935","HWPCB00857D","__setup__.product_template_1935","stock.warehouse0","stock.stock_location_stock","base.main_company","550.0","551.0","1","1"
"__setup__.stock_warehouse_orderpoint_1403","MCCBL00066A","__setup__.product_template_1403","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1402","MCCBL00065A","__setup__.product_template_1402","stock.warehouse0","stock.stock_location_stock","base.main_company","60.0","61.0","1","1"
"__setup__.stock_warehouse_orderpoint_1404","60379","__setup__.product_template_1404","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_632","60257 AA","__setup__.product_template_632","stock.warehouse0","stock.stock_location_stock","base.main_company","160.0","161.0","1","1"
"__setup__.stock_warehouse_orderpoint_874","60336","__setup__.product_template_874","stock.warehouse0","stock.stock_location_stock","base.main_company","15.0","16.0","1","1"
"__setup__.stock_warehouse_orderpoint_1716","MCSAS00588A","__setup__.product_template_1716","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_607","60249","__setup__.product_template_607","stock.warehouse0","stock.stock_location_stock","base.main_company","60.0","61.0","1","1"
"__setup__.stock_warehouse_orderpoint_1013","MCELE00333B","__setup__.product_template_1013","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_1717","MCSAS00590A","__setup__.product_template_1717","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_2023","MCSAS00576B","__setup__.product_template_2023","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_557","60229","__setup__.product_template_557","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1049","MCFAS00274C","__setup__.product_template_1049","stock.warehouse0","stock.stock_location_stock","base.main_company","385.0","386.0","1","1"
"__setup__.stock_warehouse_orderpoint_950","MCFOM00008A","__setup__.product_template_950","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_255","60104","__setup__.product_template_255","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_1132","60359","__setup__.product_template_1132","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_270","60119","__setup__.product_template_270","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_634","60259 AA","__setup__.product_template_634","stock.warehouse0","stock.stock_location_stock","base.main_company","105.0","106.0","1","1"
"__setup__.stock_warehouse_orderpoint_1366","MCPLA01413A","__setup__.product_template_1366","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_1240","60365","__setup__.product_template_1240","stock.warehouse0","stock.stock_location_stock","base.main_company","335.0","336.0","1","1"
"__setup__.stock_warehouse_orderpoint_724","60275AA","__setup__.product_template_724","stock.warehouse0","stock.stock_location_stock","base.main_company","75.0","76.0","1","1"
"__setup__.stock_warehouse_orderpoint_1444","MCCBL00059A","__setup__.product_template_1444","stock.warehouse0","stock.stock_location_stock","base.main_company","600.0","601.0","1","1"
"__setup__.stock_warehouse_orderpoint_602","60247","__setup__.product_template_602","stock.warehouse0","stock.stock_location_stock","base.main_company","335.0","336.0","1","1"
"__setup__.stock_warehouse_orderpoint_315","MCCBL00080A","__setup__.product_template_315","stock.warehouse0","stock.stock_location_stock","base.main_company","415.0","416.0","1","1"
"__setup__.stock_warehouse_orderpoint_1035","MCELE00274B","__setup__.product_template_1035","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_1357","MCPLA01404A","__setup__.product_template_1357","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_902","60143BA","__setup__.product_template_902","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_617","60252","__setup__.product_template_617","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_298","MCFAS00264A","__setup__.product_template_298","stock.warehouse0","stock.stock_location_stock","base.main_company","830.0","831.0","1","1"
"__setup__.stock_warehouse_orderpoint_1718","MCSAS00587A","__setup__.product_template_1718","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_844","60325","__setup__.product_template_844","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1255","MCLAB00511A","__setup__.product_template_1255","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_1361","MCPLA01407A","__setup__.product_template_1361","stock.warehouse0","stock.stock_location_stock","base.main_company","330.0","331.0","1","1"
"__setup__.stock_warehouse_orderpoint_1294","60372","__setup__.product_template_1294","stock.warehouse0","stock.stock_location_stock","base.main_company","15.0","16.0","1","1"
"__setup__.stock_warehouse_orderpoint_190","60050","__setup__.product_template_190","stock.warehouse0","stock.stock_location_stock","base.main_company","15.0","16.0","1","1"
"__setup__.stock_warehouse_orderpoint_1253","MCCBL00067A","__setup__.product_template_1253","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_587","60242","__setup__.product_template_587","stock.warehouse0","stock.stock_location_stock","base.main_company","33.0","34.0","1","1"
"__setup__.stock_warehouse_orderpoint_1330","MCOTH00462A","__setup__.product_template_1330","stock.warehouse0","stock.stock_location_stock","base.main_company","290.0","291.0","1","1"
"__setup__.stock_warehouse_orderpoint_1307","MCRUB00208A","__setup__.product_template_1307","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_1009","60153C","__setup__.product_template_1009","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_1371","MCBAT00012A","__setup__.product_template_1371","stock.warehouse0","stock.stock_location_stock","base.main_company","3200.0","3201.0","1","1"
"__setup__.stock_warehouse_orderpoint_1312","60374","__setup__.product_template_1312","stock.warehouse0","stock.stock_location_stock","base.main_company","80.0","81.0","1","1"
"__setup__.stock_warehouse_orderpoint_693","60268","__setup__.product_template_693","stock.warehouse0","stock.stock_location_stock","base.main_company","105.0","106.0","1","1"
"__setup__.stock_warehouse_orderpoint_834","60316","__setup__.product_template_834","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_1295","60373","__setup__.product_template_1295","stock.warehouse0","stock.stock_location_stock","base.main_company","15.0","16.0","1","1"
"__setup__.stock_warehouse_orderpoint_730","60279","__setup__.product_template_730","stock.warehouse0","stock.stock_location_stock","base.main_company","315.0","316.0","1","1"
"__setup__.stock_warehouse_orderpoint_1320","MCPLA01399A","__setup__.product_template_1320","stock.warehouse0","stock.stock_location_stock","base.main_company","80.0","81.0","1","1"
"__setup__.stock_warehouse_orderpoint_1457","TBC","__setup__.product_template_1457","stock.warehouse0","stock.stock_location_stock","base.main_company","290.0","291.0","1","1"
"__setup__.stock_warehouse_orderpoint_534","60213","__setup__.product_template_534","stock.warehouse0","stock.stock_location_stock","base.main_company","60.0","61.0","1","1"
"__setup__.stock_warehouse_orderpoint_1317","MCPLA01400A","__setup__.product_template_1317","stock.warehouse0","stock.stock_location_stock","base.main_company","80.0","81.0","1","1"
"__setup__.stock_warehouse_orderpoint_615","80-MCOTH00251F","__setup__.product_template_615","stock.warehouse0","stock.stock_location_stock","base.main_company","400.0","401.0","1","1"
"__setup__.stock_warehouse_orderpoint_626","60255","__setup__.product_template_626","stock.warehouse0","stock.stock_location_stock","base.main_company","105.0","106.0","1","1"
"__setup__.stock_warehouse_orderpoint_1323","MCPLA01476A","__setup__.product_template_1323","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_258","MCOTH00502A","__setup__.product_template_258","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_1326","MCPLA01479A","__setup__.product_template_1326","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_2022","MCPLA01412C","__setup__.product_template_2022","stock.warehouse0","stock.stock_location_stock","base.main_company","150.0","151.0","1","1"
"__setup__.stock_warehouse_orderpoint_611","80-MCELE00262B","__setup__.product_template_611","stock.warehouse0","stock.stock_location_stock","base.main_company","480.0","481.0","1","1"
"__setup__.stock_warehouse_orderpoint_1327","MCFOM00064A","__setup__.product_template_1327","stock.warehouse0","stock.stock_location_stock","base.main_company","150.0","151.0","1","1"
"__setup__.stock_warehouse_orderpoint_306","60157","__setup__.product_template_306","stock.warehouse0","stock.stock_location_stock","base.main_company","290.0","291.0","1","1"
"__setup__.stock_warehouse_orderpoint_259","80108B","__setup__.product_template_259","stock.warehouse0","stock.stock_location_stock","base.main_company","265.0","266.0","1","1"
"__setup__.stock_warehouse_orderpoint_289","60139","__setup__.product_template_289","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_1318","MCFOM00030A","__setup__.product_template_1318","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_788","TBC","__setup__.product_template_788","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_328","502-01-01","__setup__.product_template_328","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_729","60278","__setup__.product_template_729","stock.warehouse0","stock.stock_location_stock","base.main_company","315.0","316.0","1","1"
"__setup__.stock_warehouse_orderpoint_905","MCOTH00517A","__setup__.product_template_905","stock.warehouse0","stock.stock_location_stock","base.main_company","350.0","351.0","1","1"
"__setup__.stock_warehouse_orderpoint_365","60173","__setup__.product_template_365","stock.warehouse0","stock.stock_location_stock","base.main_company","140.0","141.0","1","1"
"__setup__.stock_warehouse_orderpoint_958","MCLAB00422B","__setup__.product_template_958","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_1053","MCFOM00003A","__setup__.product_template_1053","stock.warehouse0","stock.stock_location_stock","base.main_company","36.0","37.0","1","1"
"__setup__.stock_warehouse_orderpoint_837","60318","__setup__.product_template_837","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_1336","MCLAB00542A","__setup__.product_template_1336","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1324","60375","__setup__.product_template_1324","stock.warehouse0","stock.stock_location_stock","base.main_company","25.0","26.0","1","1"
"__setup__.stock_warehouse_orderpoint_1337","MCOTH00492A","__setup__.product_template_1337","stock.warehouse0","stock.stock_location_stock","base.main_company","150.0","151.0","1","1"
"__setup__.stock_warehouse_orderpoint_793","60303","__setup__.product_template_793","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_789","60300","__setup__.product_template_789","stock.warehouse0","stock.stock_location_stock","base.main_company","500.0","501.0","1","1"
"__setup__.stock_warehouse_orderpoint_1244","MCOTH00442A","__setup__.product_template_1244","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_584","MCFAS00407A","__setup__.product_template_584","stock.warehouse0","stock.stock_location_stock","base.main_company","1600.0","1601.0","1","1"
"__setup__.stock_warehouse_orderpoint_1866","60417","__setup__.product_template_1866","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_585","60241","__setup__.product_template_585","stock.warehouse0","stock.stock_location_stock","base.main_company","1595.0","1596.0","1","1"
"__setup__.stock_warehouse_orderpoint_1335","60377","__setup__.product_template_1335","stock.warehouse0","stock.stock_location_stock","base.main_company","50.0","51.0","1","1"
"__setup__.stock_warehouse_orderpoint_839","60320","__setup__.product_template_839","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
"__setup__.stock_warehouse_orderpoint_272","60121","__setup__.product_template_272","stock.warehouse0","stock.stock_location_stock","base.main_company","415.0","416.0","1","1"
"__setup__.stock_warehouse_orderpoint_553","60226","__setup__.product_template_553","stock.warehouse0","stock.stock_location_stock","base.main_company","15.0","16.0","1","1"
"__setup__.stock_warehouse_orderpoint_588","60243","__setup__.product_template_588","stock.warehouse0","stock.stock_location_stock","base.main_company","150.0","151.0","1","1"
"__setup__.stock_warehouse_orderpoint_1329","MCOTH00493A","__setup__.product_template_1329","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1341","MCCBL00044A","__setup__.product_template_1341","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_304","60155","__setup__.product_template_304","stock.warehouse0","stock.stock_location_stock","base.main_company","335.0","336.0","1","1"
"__setup__.stock_warehouse_orderpoint_303","60154","__setup__.product_template_303","stock.warehouse0","stock.stock_location_stock","base.main_company","545.0","546.0","1","1"
"__setup__.stock_warehouse_orderpoint_1334","60376","__setup__.product_template_1334","stock.warehouse0","stock.stock_location_stock","base.main_company","65.0","66.0","1","1"
"__setup__.stock_warehouse_orderpoint_556","60228","__setup__.product_template_556","stock.warehouse0","stock.stock_location_stock","base.main_company","5.0","6.0","1","1"
"__setup__.stock_warehouse_orderpoint_1299","MCFOM00033A","__setup__.product_template_1299","stock.warehouse0","stock.stock_location_stock","base.main_company","120.0","121.0","1","1"
"__setup__.stock_warehouse_orderpoint_1342","MCLAB00530A","__setup__.product_template_1342","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_1353","MCMET00634A","__setup__.product_template_1353","stock.warehouse0","stock.stock_location_stock","base.main_company","250.0","251.0","1","1"
"__setup__.stock_warehouse_orderpoint_769","60287","__setup__.product_template_769","stock.warehouse0","stock.stock_location_stock","base.main_company","30.0","31.0","1","1"
"__setup__.stock_warehouse_orderpoint_872","MCPLA01509A","__setup__.product_template_872","stock.warehouse0","stock.stock_location_stock","base.main_company","300.0","301.0","1","1"
"__setup__.stock_warehouse_orderpoint_1314","PF740000AA","__setup__.product_template_1314","stock.warehouse0","stock.stock_location_stock","base.main_company","120.0","121.0","1","1"
"__setup__.stock_warehouse_orderpoint_720","60274","__setup__.product_template_720","stock.warehouse0","stock.stock_location_stock","base.main_company","20.0","21.0","1","1"
"__setup__.stock_warehouse_orderpoint_296","MCPLA01501A","__setup__.product_template_296","stock.warehouse0","stock.stock_location_stock","base.main_company","325.0","326.0","1","1"
"__setup__.stock_warehouse_orderpoint_1356","MCOTH00468A","__setup__.product_template_1356","stock.warehouse0","stock.stock_location_stock","base.main_company","1000.0","1001.0","1","1"
"__setup__.stock_warehouse_orderpoint_1399","MCLAB00510A","__setup__.product_template_1399","stock.warehouse0","stock.stock_location_stock","base.main_company","100.0","101.0","1","1"
"__setup__.stock_warehouse_orderpoint_271","60120","__setup__.product_template_271","stock.warehouse0","stock.stock_location_stock","base.main_company","380.0","381.0","1","1"
"__setup__.stock_warehouse_orderpoint_539","60214","__setup__.product_template_539","stock.warehouse0","stock.stock_location_stock","base.main_company","33.0","34.0","1","1"
"__setup__.stock_warehouse_orderpoint_644","80-CPSNS00024A","__setup__.product_template_644","stock.warehouse0","stock.stock_location_stock","base.main_company","200.0","201.0","1","1"
