"id","company_id/id","name","origin","partner_id/id","date_order","pricelist_id/id","incoterm/id","user_id/id","confirmation_date","client_order_ref","state"
"__setup__.sale_order_7257","__setup__.company_inc","Q20170116712","","__setup__.res_partner_5173","2017-01-16","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-16","15971","sale"
"__setup__.sale_order_6872","__setup__.company_inc","Q20161118591","","__setup__.res_partner_6723","2017-01-06","product.list0","stock.incoterm_DAP","__setup__.res_users_142","2017-01-19","0000014863","sale"
"__setup__.sale_order_7808","base.main_company","Q201703166226","","__setup__.res_partner_630","2017-03-16","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-03-16","","done"
"__setup__.sale_order_7544","__setup__.company_inc","Q20170220807","","__setup__.res_partner_3149","2017-02-20","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-20","08349","sale"
"__setup__.sale_order_7319","__setup__.company_inc","Q20170124732","","__setup__.res_partner_5173","2017-01-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-24","15998","done"
"__setup__.sale_order_7759","__setup__.company_inc","Q20170313895","","__setup__.res_partner_6213","2017-03-13","product.list0","stock.incoterm_DAP","__setup__.res_users_142","2017-03-13","","sale"
"__setup__.sale_order_9063","__setup__.company_inc","Q201708041363","","__setup__.res_partner_5","2017-08-04","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-08-04","375","sale"
"__setup__.sale_order_8680","base.main_company","Q201706206845","","__setup__.res_partner_91","2017-06-20","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-06-21","SFLY-031-2017","done"
"__setup__.sale_order_7392","__setup__.company_inc","Q20170202759","","__setup__.res_partner_6583","2017-02-02","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-02","9417-E","done"
"__setup__.sale_order_8963","__setup__.company_inc","Q201707211328","","__setup__.res_partner_3335","2017-07-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-07-21","WG67496","done"
"__setup__.sale_order_7439","__setup__.company_inc","Q20170207774","","__setup__.res_partner_1224","2017-02-07","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-07","531","sale"
"__setup__.sale_order_8338","base.main_company","Q201705126599","","__setup__.company_inc","2017-05-12","product.list0","","__setup__.res_users_37","2017-05-12","PO20170512108","done"
"__setup__.sale_order_7260","base.main_company","Q201701175830","","__setup__.res_partner_5939","2017-01-17","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-17","","done"
"__setup__.sale_order_7931","base.main_company","Q201703306317","","__setup__.res_partner_6451","2017-03-30","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-03-30","","done"
"__setup__.sale_order_7559","base.main_company","Q201702216053","","__setup__.company_inc","2017-02-21","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-02-21","PO20170221072","done"
"__setup__.sale_order_7461","base.main_company","Q201702095977","","__setup__.res_partner_6360","2017-02-09","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-02-09","sF_20170209_BRPLUS","done"
"__setup__.sale_order_9139","__setup__.company_inc","Q201708141386","","__setup__.res_partner_6583","2017-08-14","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-08-14","5117-P","done"
"__setup__.sale_order_7584","base.main_company","Q201702236065","","__setup__.res_partner_6981","2017-02-27","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-03","4209661/K100","done"
"__setup__.sale_order_7621","base.main_company","Q201703016092","","__setup__.res_partner_601","2017-03-01","product.list0","stock.incoterm_DDP","__setup__.res_users_77","2017-03-01","","done"
"__setup__.sale_order_7610","base.main_company","Q201702286083","","__setup__.company_inc","2017-02-28","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-02-28","PO20170228076","done"
"__setup__.sale_order_8358","base.main_company","Q201705156619","","__setup__.res_partner_604","2017-05-15","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-05-15","","done"
"__setup__.sale_order_7222","__setup__.company_inc","Q20170110695","","__setup__.res_partner_3970","2017-01-10","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-11","0100064399","sale"
"__setup__.sale_order_7481","base.main_company","Q201702125988","","__setup__.res_partner_6868","2017-02-12","product.list0","stock.incoterm_DAP","__setup__.res_users_77","","","draft"
"__setup__.sale_order_7195","base.main_company","Q201701065784","","__setup__.res_partner_405","2017-01-06","product.list0","stock.incoterm_EXW","__setup__.res_users_16","","","draft"
"__setup__.sale_order_7502","base.main_company","Q201702156006","","__setup__.res_partner_4966","2017-02-15","product.list0","stock.incoterm_EXW","__setup__.res_users_53","","","draft"
"__setup__.sale_order_7512","base.main_company","Q201702156018","","__setup__.res_partner_5763","2017-02-15","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-02-15","PO 2017/02/15","done"
"__setup__.sale_order_7682","base.main_company","Q201703076127","","__setup__.res_partner_5745","2017-03-07","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-03-08","C-16-0498","done"
"__setup__.sale_order_7518","base.main_company","Q201702166020","","__setup__.res_partner_4737","2017-02-15","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-02-21","SF-170","done"
"__setup__.sale_order_8535","__setup__.company_inc","Q201706021168","","__setup__.res_partner_5","2017-06-02","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-06-02","364","sale"
"__setup__.sale_order_7658","base.main_company","Q201703036114","","__setup__.res_partner_6360","2017-03-03","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-07","sF_20170303_sF_Geotopo","done"
"__setup__.sale_order_7427","base.main_company","Q201702075959","","__setup__.res_partner_4041","2017-02-07","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-03","","done"
"__setup__.sale_order_7391","base.main_company","Q201702025927","","__setup__.res_partner_5763","2017-02-02","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-02-06","PO#1 2017.02.06","done"
"__setup__.sale_order_7231","__setup__.company_inc","Q20170111698","","__setup__.res_partner_3970","2017-01-11","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-11","0100064410","sale"
"__setup__.sale_order_7606","__setup__.company_inc","Q20170227838","","__setup__.res_partner_1064","2017-02-27","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-01","21181","done"
"__setup__.sale_order_7563","__setup__.company_inc","Q20170221815","","__setup__.res_partner_1224","2017-02-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","48863","done"
"__setup__.sale_order_8042","__setup__.company_inc","Q20170410989","","__setup__.res_partner_3335","2017-04-10","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-11","WG64529","done"
"__setup__.sale_order_7837","base.main_company","Q201703216247","","__setup__.res_partner_3095","2017-03-21","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-03-21","","done"
"__setup__.sale_order_9251","__setup__.company_inc","Q201708281414","","__setup__.res_partner_5","2017-08-28","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-08-29","380","sale"
"__setup__.sale_order_7710","base.main_company","Q201703096143","","__setup__.res_partner_262","2017-03-08","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-03-09","SFLY-AG-007-2017","done"
"__setup__.sale_order_7890","__setup__.company_inc","Q20170324939","","__setup__.res_partner_3335","2017-03-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-24","048550TC","sale"
"__setup__.sale_order_7430","base.main_company","Q201702075962","","__setup__.res_partner_5763","2017-02-07","product.list0","stock.incoterm_FCA","__setup__.res_users_52","2017-02-07","PO# 2017/02/07","sale"
"__setup__.sale_order_8865","__setup__.company_inc","Q201707071290","","__setup__.res_partner_3335","2017-07-07","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-07-17","049841","sale"
"__setup__.sale_order_9535","__setup__.company_inc","Q201710031498","","__setup__.res_partner_3335","2017-10-03","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-10-09","050512","sale"
"__setup__.sale_order_7303","base.main_company","Q201701235863","","__setup__.res_partner_6451","2017-01-23","product.list0","stock.incoterm_EXW","__setup__.res_users_77","2017-01-26","","sale"
"__setup__.sale_order_9572","__setup__.company_inc","Q201710061518","","__setup__.res_partner_3335","2017-10-06","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-10-07","050978","sale"
"__setup__.sale_order_8034","base.main_company","Q201704106394","","__setup__.res_partner_6259","2017-04-10","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-04-25","","done"
"__setup__.sale_order_7656","base.main_company","Q201703036112","","__setup__.company_inc","2017-03-03","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-03","","done"
"__setup__.sale_order_8219","__setup__.company_inc","Q201704281057","","__setup__.res_partner_5","2017-04-28","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-01","533","sale"
"__setup__.sale_order_8458","base.main_company","Q201705266685","","__setup__.res_partner_7242","2017-05-26","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-06-07","","done"
"__setup__.sale_order_7922","base.main_company","Q201703296311","","__setup__.res_partner_211","2017-03-29","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-03-29","PO 2017-03-29","done"
"__setup__.sale_order_7596","base.main_company","Q201702266069","","__setup__.res_partner_4737","2017-02-26","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-03-02","174-SF","done"
"__setup__.sale_order_8927","__setup__.company_inc","Q201707171311","","__setup__.res_partner_3956","2017-07-17","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-07-17","10723081","sale"
"__setup__.sale_order_7154","base.main_company","Q201701035756","","__setup__.res_partner_6360","2017-01-03","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-01-04","20170103_senseFly_Chassot_Lerch","sale"
"__setup__.sale_order_7374","__setup__.company_inc","Q20170201751","","__setup__.res_partner_5173","2017-02-01","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-01","16029","sale"
"__setup__.sale_order_7771","base.main_company","Q201703156194","","__setup__.res_partner_144","2017-03-15","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-03-15","","done"
"__setup__.sale_order_7824","__setup__.company_inc","Q20170318914","","__setup__.res_partner_7065","2017-03-17","product.list0","stock.incoterm_EXW","__setup__.res_users_131","","Q20170318914","draft"
"__setup__.sale_order_7165","__setup__.company_inc","Q20170103673","","__setup__.res_partner_5173","2017-01-03","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-06","15926","sale"
"__setup__.sale_order_8145","base.main_company","Q201704206480","","__setup__.res_partner_3219","2017-04-20","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-04-21","PO00814","done"
"__setup__.sale_order_7752","base.main_company","Q201703106182","","__setup__.res_partner_6970","2017-03-10","product.list0","","__setup__.res_users_134","2017-03-10","SFLY-03-2017","done"
"__setup__.sale_order_7328","base.main_company","Q201701255881","","__setup__.res_partner_4737","2017-01-25","product.list0","","__setup__.res_users_134","2017-01-25","161","done"
"__setup__.sale_order_7580","__setup__.company_inc","Q20170222825","","__setup__.res_partner_3970","2017-02-22","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-22","0100064541","sale"
"__setup__.sale_order_7573","base.main_company","Q201702226058","","__setup__.res_partner_6360","2017-02-22","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-23","sF_20170221_GEO-SCIENCE","done"
"__setup__.sale_order_8059","base.main_company","Q201704126414","","__setup__.res_partner_6137","2017-04-12","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-04-12","PO 2017-04-12","done"
"__setup__.sale_order_7168","base.main_company","Q201701045764","","__setup__.res_partner_6872","2017-01-04","product.list0","","__setup__.res_users_53","2017-01-10","","sale"
"__setup__.sale_order_7475","base.main_company","Q201702105984","","__setup__.res_partner_954","2017-02-10","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-13","B17869","done"
"__setup__.sale_order_7371","base.main_company","Q201702015913","","__setup__.res_partner_4737","2017-02-01","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-02-01","163-SF","done"
"__setup__.sale_order_7271","base.main_company","Q201701185841","","__setup__.res_partner_4181","2017-01-18","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-01-19","49","done"
"__setup__.sale_order_8542","__setup__.company_inc","Q201706051174","","__setup__.res_partner_5","2017-06-05","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-06-05","365","sale"
"__setup__.sale_order_7599","__setup__.company_inc","Q20170227836","","__setup__.res_partner_3970","2017-02-27","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-27","0100064550","sale"
"__setup__.sale_order_8891","base.main_company","Q201707137006","","__setup__.res_partner_3095","2017-07-13","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-07-14","2017-07-13","done"
"__setup__.sale_order_8269","base.main_company","Q201705046554","","__setup__.res_partner_3219","2017-05-04","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-05-04","PO00817","sale"
"__setup__.sale_order_7595","base.main_company","Q201702266068","","__setup__.res_partner_4737","2017-02-26","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-03-02","173-SF","done"
"__setup__.sale_order_7826","base.main_company","Q201703206241","","__setup__.company_inc","2017-03-20","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-20","PO20170316083","done"
"__setup__.sale_order_7659","base.main_company","Q201703036116","","__setup__.company_inc","2017-03-03","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-03","PO20170222074","done"
"__setup__.sale_order_7641","__setup__.company_inc","Q20170301852","","__setup__.res_partner_3970","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-02","0100064562","done"
"__setup__.sale_order_7331","base.main_company","Q201701265883","","__setup__.res_partner_601","2017-01-26","product.list0","stock.incoterm_DDP","__setup__.res_users_96","","","draft"
"__setup__.sale_order_7442","__setup__.company_inc","Q20170207777","","__setup__.res_partner_6969","2017-02-07","product.list0","stock.incoterm_DAP","__setup__.res_users_131","","Q20170207777","draft"
"__setup__.sale_order_7996","__setup__.company_inc","Q20170405974","","__setup__.res_partner_3335","2017-04-05","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-05","048685TC","sale"
"__setup__.sale_order_7489","base.main_company","Q201702135997","","__setup__.res_partner_3225","2017-02-13","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-02-22","","done"
"__setup__.sale_order_7415","base.main_company","Q201702065948","","__setup__.res_partner_538","2017-02-06","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-10","","done"
"__setup__.sale_order_7310","base.main_company","Q201701245869","","__setup__.res_partner_2563","2017-01-24","product.list0","stock.incoterm_EXW","__setup__.res_users_96","2017-01-24","","sale"
"__setup__.sale_order_8572","__setup__.company_inc","Q201706081182","","__setup__.res_partner_1020","2017-06-08","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-09","0013877","sale"
"__setup__.sale_order_7365","base.main_company","Q201701315910","","__setup__.res_partner_6662","2017-01-31","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-31","","done"
"__setup__.sale_order_7299","base.main_company","Q201701235858","","__setup__.res_partner_6360","2017-01-23","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-01-23","20170120_senseFly_Jermann","done"
"__setup__.sale_order_7657","base.main_company","Q201703036113","","__setup__.res_partner_5763","2017-03-03","product.list0","stock.incoterm_FCA","__setup__.res_users_52","2017-03-03","4277-03.03.2017","sale"
"__setup__.sale_order_7327","base.main_company","Q201701255880","","__setup__.res_partner_4737","2017-01-25","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-01-26","160","done"
"__setup__.sale_order_7859","base.main_company","Q201703226266","","__setup__.res_partner_6901","2017-05-10","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-05-26","","done"
"__setup__.sale_order_8777","base.main_company","Q201706296911","","__setup__.res_partner_91","2017-06-29","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-06-29","SFLY-034-2017","done"
"__setup__.sale_order_8510","base.main_company","Q201705316723","","__setup__.res_partner_5475","2017-05-31","product.list0","stock.incoterm_DDP","__setup__.res_users_53","2017-06-06","","done"
"__setup__.sale_order_8881","base.main_company","Q201707116995","","__setup__.res_partner_7199","2017-07-11","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-07-11","","done"
"__setup__.sale_order_7383","base.main_company","Q201702025917","","__setup__.res_partner_630","2017-02-02","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-02-06","2017_011","sale"
"__setup__.sale_order_7491","base.main_company","Q201702135999","","__setup__.res_partner_6970","2017-02-13","product.list0","","__setup__.res_users_134","2017-02-14","#1-2017","sale"
"__setup__.sale_order_8208","__setup__.company_inc","Q201704271054","","__setup__.res_partner_6583","2017-04-27","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-27","9619-E","done"
"__setup__.sale_order_7312","__setup__.company_inc","Q20170124726","","__setup__.res_partner_3970","2017-01-24","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-24","0100064433","done"
"__setup__.sale_order_7754","base.main_company","Q201703106184","","__setup__.res_partner_6970","2017-03-10","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-03-13","SFLY-04-2017","done"
"__setup__.sale_order_7444","base.main_company","Q201702085965","","__setup__.res_partner_6259","2017-02-08","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-02-09","","done"
"__setup__.sale_order_8515","base.main_company","Q201706016728","","__setup__.res_partner_262","2017-06-01","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-06-01","SFLY-AG-022-2017","done"
"__setup__.sale_order_7443","__setup__.company_inc","Q20170207778","","__setup__.res_partner_6969","2017-02-07","product.list0","stock.incoterm_DAP","__setup__.res_users_131","","Q20170207778","draft"
"__setup__.sale_order_7169","base.main_company","Q201701045765","","__setup__.res_partner_2936","2017-01-04","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-01-04","","done"
"__setup__.sale_order_7273","base.main_company","Q201701185843","","__setup__.res_partner_954","2017-01-18","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-01-19","B17821","done"
"__setup__.sale_order_7287","__setup__.company_inc","Q20170119721","","__setup__.res_partner_6920","2017-01-19","product.list0","stock.incoterm_DAP","__setup__.res_users_131",""," Q20170119719","draft"
"__setup__.sale_order_7344","base.main_company","Q201701275896","","__setup__.res_partner_954","2017-01-27","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-01-30","B17838","done"
"__setup__.sale_order_7333","base.main_company","Q201701265885","","__setup__.res_partner_954","2017-01-26","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-02","B17834","sale"
"__setup__.sale_order_7431","base.main_company","Q201702075963","","__setup__.res_partner_630","2017-02-07","product.list0","stock.incoterm_EXW","__setup__.res_users_52","2017-02-07","2017_013","sale"
"__setup__.sale_order_7239","base.main_company","Q201701125817","","__setup__.res_partner_6178","2017-01-12","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-01-16","","done"
"__setup__.sale_order_7472","base.main_company","Q201702105981","","__setup__.res_partner_5596","2017-02-10","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-10","87782","done"
"__setup__.sale_order_7745","base.main_company","Q201703106177","","__setup__.company_inc","2017-03-10","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-10","PO20170307081","done"
"__setup__.sale_order_8725","__setup__.company_inc","Q201706261245","","__setup__.res_partner_3970","2017-06-26","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-26","0100064949","done"
"__setup__.sale_order_7224","base.main_company","Q201701115805","","__setup__.res_partner_6456","2017-01-11","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-01-11","","done"
"__setup__.sale_order_7204","__setup__.company_inc","Q20170106689","","__setup__.res_partner_3149","2017-01-06","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-06","08218","sale"
"__setup__.sale_order_8003","base.main_company","Q201704066370","","__setup__.res_partner_6259","2017-04-06","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-04-25","","done"
"__setup__.sale_order_8925","__setup__.company_inc","Q201707171309","","__setup__.res_partner_3335","2017-07-17","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-07-17","026361","sale"
"__setup__.sale_order_7335","__setup__.company_inc","Q20170126735","","__setup__.res_partner_3970","2017-01-26","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-26","0100064454","done"
"__setup__.sale_order_9065","base.main_company","Q201708047126","","__setup__.res_partner_4737","2017-08-04","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-08-07","232-SF","done"
"__setup__.sale_order_7258","base.main_company","Q201701165827","","__setup__.res_partner_6401","2017-01-16","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-01-25","","done"
"__setup__.sale_order_8209","__setup__.company_inc","Q201704271055","","__setup__.res_partner_6583","2017-04-27","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-27","9620-P","sale"
"__setup__.sale_order_8235","__setup__.company_inc","Q201705011061","","__setup__.res_partner_6583","2017-05-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-01","9625-E","done"
"__setup__.sale_order_7151","base.main_company","Q201701035753","","__setup__.res_partner_3219","2017-01-03","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-01-03","PO00756","sale"
"__setup__.sale_order_8236","__setup__.company_inc","Q201705011062","","__setup__.res_partner_6583","2017-05-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-01","9626-P","sale"
"__setup__.sale_order_7412","base.main_company","Q201702065944","","__setup__.res_partner_197","2017-02-06","product.list0","stock.incoterm_DAP","__setup__.res_users_16","","02/02-2017 - a","draft"
"__setup__.sale_order_5199","base.main_company","Q201603144331","","__setup__.res_partner_5929","2017-03-31","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","","draft"
"__setup__.sale_order_7407","__setup__.company_inc","Q20170203764","","__setup__.res_partner_3335","2017-02-03","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-06","005744TC","sale"
"__setup__.sale_order_7422","__setup__.company_inc","Q20170206766","","__setup__.res_partner_3335","2017-02-06","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-06","000280","sale"
"__setup__.sale_order_7490","base.main_company","Q201702135998","","__setup__.res_partner_5572","2017-02-13","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-02-16","","done"
"__setup__.sale_order_7394","base.main_company","Q201702025928","","__setup__.res_partner_4737","2017-02-02","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-02-07","164-SF","done"
"__setup__.sale_order_8472","base.main_company","Q201705296693","","__setup__.res_partner_630","2017-05-29","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-05-29","2017_071","done"
"__setup__.sale_order_7395","base.main_company","Q201702025929","","__setup__.res_partner_4737","2017-02-02","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-02-07","165-SF","done"
"__setup__.sale_order_7220","base.main_company","Q201701105802","","__setup__.res_partner_3791","2017-01-10","product.list0","","__setup__.res_users_96","","","draft"
"__setup__.sale_order_7180","base.main_company","Q201701055776","","__setup__.res_partner_6137","2017-01-05","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-01-05","","sale"
"__setup__.sale_order_8148","base.main_company","Q201704206483","","__setup__.res_partner_3219","2017-04-20","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-04-20","PO00816","done"
"__setup__.sale_order_7408","base.main_company","Q201702045939","","__setup__.res_partner_4737","2017-02-04","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-02-08","166-SF","done"
"__setup__.sale_order_7671","base.main_company","Q201703066121","","__setup__.res_partner_6555","2017-03-06","product.list0","stock.incoterm_DDP","__setup__.res_users_53","","","draft"
"__setup__.sale_order_8001","base.main_company","Q201704066367","","__setup__.res_partner_3","2017-04-06","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-04-06","DUB/006376","done"
"__setup__.sale_order_8679","__setup__.company_inc","Q201706201226","","__setup__.res_partner_5173","2017-06-20","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-20","16303","done"
"__setup__.sale_order_7276","__setup__.company_inc","Q20170118714","","__setup__.res_partner_3149","2017-01-18","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-18","08257","done"
"__setup__.sale_order_7821","base.main_company","Q201703176236","","__setup__.res_partner_352","2017-03-17","product.list0","stock.incoterm_DDP","__setup__.res_users_53","","","draft"
"__setup__.sale_order_7677","base.main_company","Q201703066124","","__setup__.company_inc","2017-03-06","product.list0","stock.incoterm_EXW","__setup__.res_users_37","2017-03-06","PO20170306080","done"
"__setup__.sale_order_7385","base.main_company","Q201702025919","","__setup__.res_partner_2649","2017-02-06","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-02-06","2265","done"
"__setup__.sale_order_8238","__setup__.company_inc","Q201705011064","","__setup__.res_partner_6684","2017-05-01","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-05-01","018076","sale"
"__setup__.sale_order_7221","base.main_company","Q201701105803","","__setup__.res_partner_6591","2017-01-10","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-01-12","10-7-0002739","sale"
"__setup__.sale_order_7345","base.main_company","Q201701275897","","__setup__.res_partner_3169","2017-01-27","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-30","","sale"
"__setup__.sale_order_7411","base.main_company","Q201702065942","","__setup__.res_partner_197","2017-02-06","product.list0","stock.incoterm_DAP","__setup__.res_users_16","","02/02-2017","draft"
"__setup__.sale_order_7280","base.main_company","Q201701195845","","__setup__.res_partner_4737","2017-01-18","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-01-19","158-SF","done"
"__setup__.sale_order_7597","base.main_company","Q201702276070","","__setup__.res_partner_405","2017-02-27","product.list0","stock.incoterm_EXW","__setup__.res_users_77","","","draft"
"__setup__.sale_order_7414","base.main_company","Q201702065947","","__setup__.res_partner_5745","2017-02-06","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-02-06","C-16-0420","done"
"__setup__.sale_order_7159","base.main_company","Q201701035762","","__setup__.res_partner_1162","2017-01-03","product.list0","stock.incoterm_CPT","__setup__.res_users_134","2017-01-09","11-C","sale"
"__setup__.sale_order_7912","base.main_company","Q201703286307","","__setup__.res_partner_3534","2017-03-28","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-04-10","2017-03-28","done"
"__setup__.sale_order_8291","base.main_company","Q201705076566","","__setup__.res_partner_2855","2017-05-08","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-05-08","","done"
"__setup__.sale_order_8271","base.main_company","Q201705046556","","__setup__.res_partner_6360","2017-05-04","product.list0","stock.incoterm_DDP","__setup__.res_users_53","2017-05-08","sF_20170504_Uni Basel","done"
"__setup__.sale_order_7772","base.main_company","Q201703156195","","__setup__.res_partner_91","2017-03-15","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-03-16","SFLY-008-2017","sale"
"__setup__.sale_order_7669","base.main_company","Q201703066119","","__setup__.company_inc","2017-03-06","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-06","PO20170303079","done"
"__setup__.sale_order_7449","base.main_company","Q201702085970","","__setup__.res_partner_5745","2017-02-08","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-02-09","C-16-0424","done"
"__setup__.sale_order_8710","base.main_company","Q201706236866","","__setup__.res_partner_91","2017-06-23","product.list0","","__setup__.res_users_134","2017-06-23","SFLY-032-2017","done"
