"id","company_id/id","name","origin","partner_id/id","date_order","pricelist_id/id","incoterm/id","user_id/id","confirmation_date","client_order_ref","state"
"__setup__.sale_order_7479","__setup__.company_inc","Q20170210792","","__setup__.res_partner_3335","2017-02-10","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-10","WG62066","done"
"__setup__.sale_order_8428","base.main_company","Q201705236665","","__setup__.res_partner_5745","2017-05-23","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-05-23","C-17-0046","done"
"__setup__.sale_order_7914","__setup__.company_inc","Q20170328944","","__setup__.res_partner_3335","2017-03-28","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-30","063829TP","sale"
"__setup__.sale_order_8796","base.main_company","Q201706306925","","__setup__.res_partner_6591","2017-06-30","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-06-30","10-7-0002915","done"
"__setup__.sale_order_7377","__setup__.company_inc","Q20170201754","","__setup__.res_partner_3335","2017-02-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-02","003596","done"
"__setup__.sale_order_8146","base.main_company","Q201704206481","","__setup__.res_partner_6360","2017-04-20","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-04-24","sF_20170420_Hersche","done"
"__setup__.sale_order_7234","base.main_company","Q201701125812","","__setup__.res_partner_5745","2017-01-12","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-12","C-16-0385","done"
"__setup__.sale_order_7629","__setup__.company_inc","Q20170301843","","__setup__.res_partner_3149","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-01","","done"
"__setup__.sale_order_7238","base.main_company","Q201701125816","","__setup__.res_partner_5745","2017-01-12","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-12","C-16-0361","sale"
"__setup__.sale_order_7948","base.main_company","Q201703316333","","__setup__.res_partner_735","2017-03-31","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","","draft"
"__setup__.sale_order_8444","__setup__.company_inc","Q201705241139","","__setup__.res_partner_3335","2017-05-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-24","WG66090","done"
"__setup__.sale_order_7528","__setup__.company_inc","Q20170216804","","__setup__.res_partner_3335","2017-02-16","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-16","005790TC","sale"
"__setup__.sale_order_7420","base.main_company","Q201702065955","","__setup__.res_partner_6456","2017-02-06","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-02-08","702898","sale"
"__setup__.sale_order_7857","base.main_company","Q201703226263","","__setup__.res_partner_4457","2017-03-22","product.list0","stock.incoterm_EXW","__setup__.res_users_96","2017-03-22","","sale"
"__setup__.sale_order_9659","base.main_company","Q201710187594","","__setup__.res_partner_91","2017-10-18","product.list0","stock.incoterm_CPT","__setup__.res_users_134","2017-10-19","SFLY-056-2017","sale"
"__setup__.sale_order_7577","base.main_company","Q201702226063","","__setup__.res_partner_3169","2017-02-22","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-02-22","","sale"
"__setup__.sale_order_7635","__setup__.company_inc","Q20170301846","","__setup__.res_partner_6583","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-08","9485-P","sale"
"__setup__.sale_order_7452","__setup__.company_inc","Q20170208779","","__setup__.res_partner_3335","2017-02-08","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-13","WG62393","done"
"__setup__.sale_order_7321","base.main_company","Q201701255874","","__setup__.res_partner_5745","2017-01-25","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-25","C-16-0402","done"
"__setup__.sale_order_7478","__setup__.company_inc","Q20170210791","","__setup__.res_partner_6684","2017-02-10","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-10","017907","done"
"__setup__.sale_order_7323","base.main_company","Q201701255876","","__setup__.res_partner_5745","2017-01-25","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-25","C-16-0399","done"
"__setup__.sale_order_8565","base.main_company","Q201706086768","","__setup__.res_partner_4737","2017-06-07","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-06-08","210-SF","done"
"__setup__.sale_order_7725","base.main_company","Q201703096157","","__setup__.res_partner_3219","2017-03-09","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-03-09","PO00797","done"
"__setup__.sale_order_8551","base.main_company","Q201706066757","","__setup__.res_partner_538","2017-06-06","product.list0","stock.incoterm_DAP","__setup__.res_users_38","2017-06-06","","done"
"__setup__.sale_order_8650","base.main_company","Q201706166822","","__setup__.res_partner_4737","2017-06-16","product.list0","","__setup__.res_users_134","2017-06-16","212-SF","done"
"__setup__.sale_order_8603","__setup__.company_inc","Q201706121199","","__setup__.res_partner_1020","2017-06-12","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-13","0013917","sale"
"__setup__.sale_order_9357","__setup__.company_inc","Q201709081450","","__setup__.res_partner_6971","2017-09-08","product.list0","stock.incoterm_DAP","__setup__.res_users_142","","","draft"
"__setup__.sale_order_7302","base.main_company","Q201701235862","","__setup__.res_partner_3","2017-01-23","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-01-23","DUB/006153","done"
"__setup__.sale_order_7874","base.main_company","Q201703236276","","__setup__.res_partner_1021","2017-03-23","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-03-23","I-ORD170379","done"
"__setup__.sale_order_7292","base.main_company","Q201701205854","","__setup__.res_partner_196","2017-01-20","product.list0","stock.incoterm_EXW","__setup__.res_users_16","2017-01-30","27829","done"
"__setup__.sale_order_7367","base.main_company","Q201701315912","","__setup__.res_partner_3","2017-01-31","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-01-31","HUN/026642","done"
"__setup__.sale_order_7332","base.main_company","Q201701265884","","__setup__.res_partner_5745","2017-01-26","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-26","C-16-0403","done"
"__setup__.sale_order_7516","__setup__.company_inc","Q20170215800","","__setup__.res_partner_3335","2017-02-15","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-16","002325TP","sale"
"__setup__.sale_order_7529","base.main_company","Q201702166028","","__setup__.res_partner_6996","2017-02-16","product.list0","stock.incoterm_DAP","__setup__.res_users_77","","","draft"
"__setup__.sale_order_8166","__setup__.company_inc","Q201704241036","","__setup__.res_partner_3956","2017-04-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-24","10722970","done"
"__setup__.sale_order_7611","base.main_company","Q201702286085","","__setup__.company_inc","2017-02-28","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-02-28","PO20170228077","done"
"__setup__.sale_order_7240","__setup__.company_inc","Q20170112700","","__setup__.res_partner_1020","2017-01-12","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-12","0013404","done"
"__setup__.sale_order_7527","__setup__.company_inc","Q20170216803","","__setup__.res_partner_3335","2017-02-16","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-16","WG62620","done"
"__setup__.sale_order_7604","base.main_company","Q201702276078","","__setup__.company_inc","2017-02-27","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-02-27","PO20170223075","done"
"__setup__.sale_order_7822","base.main_company","Q201703176238","","__setup__.company_inc","2017-03-17","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-17","PO20170316084","done"
"__setup__.sale_order_7277","__setup__.company_inc","Q20170118715","","__setup__.res_partner_1020","2017-01-18","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-19","0013432","sale"
"__setup__.sale_order_7814","__setup__.company_inc","Q20170316913","","__setup__.res_partner_6684","2017-03-16","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-17","017980","sale"
"__setup__.sale_order_7517","__setup__.company_inc","Q20170215801","","__setup__.res_partner_1020","2017-02-15","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-16","0013517","sale"
"__setup__.sale_order_7782","base.main_company","Q201703156204","","__setup__.res_partner_145","2017-03-15","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-15","DAS-5512","done"
"__setup__.sale_order_7340","__setup__.company_inc","Q20170126737","","__setup__.res_partner_5","2017-01-26","product.list0","stock.incoterm_DAP","__setup__.res_users_131","2017-01-27","317","sale"
"__setup__.sale_order_7618","__setup__.company_inc","Q20170228840","","__setup__.res_partner_7014","2017-02-28","product.list0","stock.incoterm_DAP","__setup__.res_users_142","","","draft"
"__setup__.sale_order_7616","base.main_company","Q201702286090","","__setup__.res_partner_7013","2017-02-28","product.list0","stock.incoterm_DAP","__setup__.res_users_77","","","draft"
"__setup__.sale_order_8305","base.main_company","Q201705096579","","__setup__.res_partner_3219","2017-05-09","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-05-09","PO00820","done"
"__setup__.sale_order_9622","__setup__.company_inc","Q201710121537","","__setup__.res_partner_7624","2017-10-12","product.list0","stock.incoterm_EXW","__setup__.res_users_131","","INTEL","draft"
"__setup__.sale_order_7777","base.main_company","Q201703156199","","__setup__.res_partner_6178","2017-03-15","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","2017-03-15","draft"
"__setup__.sale_order_8498","base.main_company","Q201705316717","","__setup__.res_partner_6431","2017-05-31","product.list0","stock.incoterm_FCA","__setup__.res_users_52","","2017-05-31","draft"
"__setup__.sale_order_7183","base.main_company","Q201701055779","","__setup__.res_partner_1099","2017-01-05","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-09","HK-EB-201701-5","sale"
"__setup__.sale_order_7843","base.main_company","Q201703216254","","__setup__.res_partner_7074","2017-03-21","product.list0","stock.incoterm_DDP","__setup__.res_users_96","2017-03-21","","done"
"__setup__.sale_order_7579","__setup__.company_inc","Q20170222824","","__setup__.res_partner_3335","2017-02-22","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-22","063192TP","sale"
"__setup__.sale_order_7470","__setup__.company_inc","Q20170210790","","__setup__.res_partner_1224","2017-02-09","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-10","48858","sale"
"__setup__.sale_order_7689","__setup__.company_inc","Q20170307871","","__setup__.res_partner_1224","2017-03-07","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-08","533","sale"
"__setup__.sale_order_7726","base.main_company","Q201703096158","","__setup__.res_partner_3219","2017-03-09","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-03-09","PO00798","sale"
"__setup__.sale_order_7315","__setup__.company_inc","Q20170124728","","__setup__.res_partner_4833","2017-01-24","product.list0","stock.incoterm_DAP","__setup__.res_users_142","2017-02-03","","done"
"__setup__.sale_order_7264","base.main_company","Q201701175834","","__setup__.res_partner_1099","2017-01-17","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-01-17","","done"
"__setup__.sale_order_8088","__setup__.company_inc","Q201704131003","","__setup__.res_partner_3335","2017-04-13","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-04-13","005635TM","sale"
"__setup__.sale_order_7482","base.main_company","Q201702135990","","__setup__.res_partner_1099","2017-02-13","product.list0","stock.incoterm_FCA","__setup__.res_users_77","2017-02-13","","done"
"__setup__.sale_order_7546","__setup__.company_inc","Q20170220809","","__setup__.res_partner_5","2017-02-20","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","322","done"
"__setup__.sale_order_7691","__setup__.company_inc","Q20170307873","","__setup__.res_partner_5173","2017-03-07","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-07","16099","sale"
"__setup__.sale_order_9121","base.main_company","Q201708117169","","__setup__.res_partner_6360","2017-08-11","product.list0","stock.incoterm_DDP","__setup__.res_users_53","2017-08-14","20170810_KOPA","done"
"__setup__.sale_order_7778","base.main_company","Q201703156200","","__setup__.res_partner_6178","2017-03-15","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","2017-03-15","draft"
"__setup__.sale_order_8446","__setup__.company_inc","Q201705241141","","__setup__.res_partner_3335","2017-05-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-24","WG66023","done"
"__setup__.sale_order_7424","base.main_company","Q201702075956","","__setup__.res_partner_3","2017-02-07","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-02-08","HUN/027956","done"
"__setup__.sale_order_8225","base.main_company","Q201705016529","","__setup__.res_partner_6509","2017-05-01","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","","draft"
"__setup__.sale_order_7469","__setup__.company_inc","Q20170210789","","__setup__.res_partner_3335","2017-02-09","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-10","005777TC","sale"
"__setup__.sale_order_8456","base.main_company","Q201705266683","","__setup__.company_inc","2017-05-26","product.list0","","__setup__.res_users_37","2017-05-26","PO20170525110","sale"
"__setup__.sale_order_7881","base.main_company","Q201703246283","","__setup__.res_partner_6456","2017-03-24","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-03-24","702958","done"
"__setup__.sale_order_8441","base.main_company","Q201705246676","","__setup__.res_partner_5745","2017-05-24","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-05-24","C-15-0054","done"
"__setup__.sale_order_7547","__setup__.company_inc","Q20170220810","","__setup__.res_partner_5","2017-02-20","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","321","sale"
"__setup__.sale_order_7525","__setup__.company_inc","Q20170216802","","__setup__.res_partner_3970","2017-02-16","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-20","0100064518","sale"
"__setup__.sale_order_7582","__setup__.company_inc","Q20170222827","","__setup__.res_partner_1020","2017-02-22","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-02-22","0013534","sale"
"__setup__.sale_order_7216","__setup__.company_inc","Q20170109694","","__setup__.res_partner_1020","2017-01-09","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-09","0013396","done"
"__setup__.sale_order_7542","base.main_company","Q201702206039","","__setup__.res_partner_1099","2017-02-20","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-02-20","HK-EB-20170217-95-04","done"
"__setup__.sale_order_7880","base.main_company","Q201703246282","","__setup__.res_partner_7085","2017-03-24","product.list0","stock.incoterm_DDP","__setup__.res_users_16","2017-03-24","","done"
"__setup__.sale_order_9549","base.main_company","Q201710047515","","__setup__.res_partner_7278","2017-10-04","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-10-19","","sale"
"__setup__.sale_order_8630","__setup__.company_inc","Q201706141208","","__setup__.res_partner_1020","2017-06-14","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-14","0013946","done"
"__setup__.sale_order_7639","__setup__.company_inc","Q20170301850","","__setup__.res_partner_4833","2017-03-01","product.list0","stock.incoterm_DAP","__setup__.res_users_142","2017-03-01","","sale"
"__setup__.sale_order_7607","base.main_company","Q201702286079","","__setup__.res_partner_6449","2017-02-28","product.list0","stock.incoterm_EXW","__setup__.res_users_77","2017-03-08","","sale"
"__setup__.sale_order_7626","__setup__.company_inc","Q20170301842","","__setup__.res_partner_1224","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-01","48864","sale"
"__setup__.sale_order_8682","base.main_company","Q201706206847","","__setup__.res_partner_4737","2017-06-20","product.list0","","__setup__.res_users_134","2017-06-20","214-SF","done"
"__setup__.sale_order_7963","base.main_company","Q201704036338","","__setup__.res_partner_3","2017-04-03","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-04-10","DUB/006360","done"
"__setup__.sale_order_7406","__setup__.company_inc","Q20170203763","","__setup__.res_partner_3335","2017-02-03","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-06","003584TW","sale"
"__setup__.sale_order_7806","base.main_company","Q201703166224","","__setup__.res_partner_197","2017-03-16","product.list0","stock.incoterm_FCA","__setup__.res_users_16","2017-03-16","09/03-2017","sale"
"__setup__.sale_order_7357","base.main_company","Q201701305906","","__setup__.res_partner_6943","2017-01-30","product.list0","stock.incoterm_DAP","__setup__.res_users_77","","","draft"
"__setup__.sale_order_7498","base.main_company","Q201702146004","","__setup__.res_partner_6449","2017-02-14","product.list0","stock.incoterm_EXW","__setup__.res_users_77","2017-02-14","","done"
"__setup__.sale_order_8696","base.main_company","Q201706226853","","__setup__.res_partner_2649","2017-06-22","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-06-22","2438","done"
"__setup__.sale_order_7903","base.main_company","Q201703276301","","__setup__.res_partner_3219","2017-03-27","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-03-27","PO00804","done"
"__setup__.sale_order_8268","__setup__.company_inc","Q201705041078","","__setup__.res_partner_3335","2017-05-04","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-04","WG61963","done"
"__setup__.sale_order_7783","base.main_company","Q201703156205","","__setup__.res_partner_145","2017-03-15","product.list0","","__setup__.res_users_53","2017-03-15","DAS-5511","done"
"__setup__.sale_order_8302","base.main_company","Q201705096576","","__setup__.res_partner_6360","2017-05-09","product.list0","stock.incoterm_DDP","__setup__.res_users_53","2017-05-10","20170201","done"
"__setup__.sale_order_7847","base.main_company","Q201703216259","","__setup__.company_inc","2017-03-21","product.list0","stock.incoterm_DAP","__setup__.res_users_37","2017-03-21","PO20170313082","sale"
"__setup__.sale_order_8382","base.main_company","Q201705186630","","__setup__.res_partner_2839","2017-05-18","product.list0","stock.incoterm_DAP","__setup__.res_users_134","2017-05-22","PO #63","done"
"__setup__.sale_order_9019","__setup__.company_inc","Q201707311349","","__setup__.res_partner_3335","2017-07-31","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-08-01","065646","done"
"__setup__.sale_order_7175","__setup__.company_inc","Q20170104675","","__setup__.res_partner_3956","2017-01-04","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-06","10722816","sale"
"__setup__.sale_order_7617","__setup__.company_inc","Q20170228839","","__setup__.res_partner_7014","2017-02-28","product.list0","stock.incoterm_DAP","__setup__.res_users_142","","","draft"
"__setup__.sale_order_7215","__setup__.company_inc","Q20170109693","","__setup__.res_partner_3956","2017-01-09","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-09","10722825","sale"
"__setup__.sale_order_8917","__setup__.company_inc","Q201707171305","","__setup__.res_partner_7396","2017-07-17","product.list0","","__setup__.res_users_142","2017-07-21","","done"
"__setup__.sale_order_7468","__setup__.company_inc","Q20170210788","","__setup__.res_partner_3335","2017-02-09","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-10","WG62450","done"
"__setup__.sale_order_7438","__setup__.company_inc","Q20170207773","","__setup__.res_partner_3335","2017-02-07","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-07","WG62257","done"
"__setup__.sale_order_7250","__setup__.company_inc","Q20170113711","","__setup__.res_partner_3956","2017-01-13","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-13","10722833","done"
"__setup__.sale_order_9089","base.main_company","Q201708087147","","__setup__.res_partner_2689","2017-08-08","product.list0","stock.incoterm_DAP","__setup__.res_users_77","2017-08-14","0531","sale"
"__setup__.sale_order_7636","__setup__.company_inc","Q20170301847","","__setup__.res_partner_5","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-01","322 - Mktg","done"
"__setup__.sale_order_7437","__setup__.company_inc","Q20170207772","","__setup__.res_partner_3335","2017-02-07","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-07","WG62366","done"
"__setup__.sale_order_7451","base.main_company","Q201702085972","","__setup__.res_partner_3","2017-02-08","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-02-08","DUB/006197","done"
"__setup__.sale_order_9200","__setup__.company_inc","Q201708221403","","__setup__.res_partner_3956","2017-08-22","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-08-22","10723118","done"
"__setup__.sale_order_7562","__setup__.company_inc","Q20170221814","","__setup__.res_partner_3335","2017-02-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","005807","sale"
"__setup__.sale_order_7249","__setup__.company_inc","Q20170113710","","__setup__.res_partner_3956","2017-01-13","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-01-13","10722834","done"
"__setup__.sale_order_7799","base.main_company","Q201703166216","","__setup__.res_partner_1162","2017-03-16","product.list0","stock.incoterm_EXW","__setup__.res_users_134","2017-03-16","#10","done"
"__setup__.sale_order_8690","base.main_company","Q201706216850","","__setup__.res_partner_262","2017-06-21","product.list0","stock.incoterm_FCA","__setup__.res_users_134","2017-06-21","SFLY-AG-026-2017","done"
"__setup__.sale_order_7500","__setup__.company_inc","Q20170214797","","__setup__.res_partner_3335","2017-02-14","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-14","003633TT","sale"
"__setup__.sale_order_7347","__setup__.company_inc","Q20170127738","","__setup__.res_partner_6684","2017-01-27","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-27","017887","sale"
"__setup__.sale_order_7904","base.main_company","Q201703276302","","__setup__.res_partner_3219","2017-03-27","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-28","PO00805","done"
"__setup__.sale_order_8226","base.main_company","Q201705016530","","__setup__.res_partner_6509","2017-05-01","product.list0","stock.incoterm_DAP","__setup__.res_users_52","","","draft"
"__setup__.sale_order_8262","__setup__.company_inc","Q201705041076","","__setup__.res_partner_3335","2017-05-04","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-04","064507","sale"
"__setup__.sale_order_8322","base.main_company","Q201705106588","","__setup__.res_partner_3219","2017-05-10","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-05-10","PO00819","done"
"__setup__.sale_order_8045","base.main_company","Q201704106403","","__setup__.res_partner_91","2017-04-10","product.list0","","__setup__.res_users_134","2017-04-10","SFLY-020-2017","done"
"__setup__.sale_order_7723","base.main_company","Q201703096154","","__setup__.res_partner_197","2017-03-09","product.list0","stock.incoterm_DAP","__setup__.res_users_16","2017-03-14","09/03-2017-2 - c","done"
"__setup__.sale_order_7460","base.main_company","Q201702095976","","__setup__.res_partner_3","2017-02-09","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-02-14","HUN/027964","done"
"__setup__.sale_order_7647","__setup__.company_inc","Q20170302855","","__setup__.res_partner_1224","2017-03-02","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-02","48866","sale"
"__setup__.sale_order_8284","__setup__.company_inc","Q201705051085","","__setup__.res_partner_3335","2017-05-05","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-05-05","049027TC","sale"
"__setup__.sale_order_7625","base.main_company","Q201703016096","","__setup__.res_partner_954","2017-03-01","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-03-02"," B17900","done"
"__setup__.sale_order_9101","base.main_company","Q201708097157","","__setup__.res_partner_7469","2017-08-09","product.list0","stock.incoterm_DAP","__setup__.res_users_200","","","draft"
"__setup__.sale_order_8686","__setup__.company_inc","Q201706211228","","__setup__.res_partner_1020","2017-06-21","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-06-21","0013975","sale"
"__setup__.sale_order_7467","__setup__.company_inc","Q20170210787","","__setup__.res_partner_3335","2017-02-09","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-14","WG62441","done"
"__setup__.sale_order_7869","base.main_company","Q201703236270","","__setup__.res_partner_4298","2017-03-23","product.list0","stock.incoterm_DDP","__setup__.res_users_53","2017-03-24","Onemap Myanmar","sale"
"__setup__.sale_order_7937","base.main_company","Q201703306325","","__setup__.res_partner_6257","2017-03-30","product.list0","stock.incoterm_DAP","__setup__.res_users_53","2017-04-21","","done"
"__setup__.sale_order_7163","__setup__.company_inc","Q20170103671","","__setup__.res_partner_2841","2017-01-03","product.list0","stock.incoterm_DAP","__setup__.res_users_131","2017-01-03","1067","done"
"__setup__.sale_order_9148","__setup__.company_inc","Q201708151389","","__setup__.res_partner_1020","2017-08-15","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-08-15","0014161","sale"
"__setup__.sale_order_7566","__setup__.company_inc","Q20170221818","","__setup__.res_partner_7003","2017-02-21","product.list0","stock.incoterm_DAP","__setup__.res_users_142","","","draft"
"__setup__.sale_order_7569","__setup__.company_inc","Q20170221821","","__setup__.res_partner_1064","2017-02-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","21156","sale"
"__setup__.sale_order_7568","__setup__.company_inc","Q20170221820","","__setup__.res_partner_6413","2017-02-21","product.list0","stock.incoterm_DAP","__setup__.res_users_142","2017-02-22","145","sale"
"__setup__.sale_order_7887","__setup__.company_inc","Q20170324937","","__setup__.res_partner_3335","2017-03-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-24","048543","sale"
"__setup__.sale_order_7565","__setup__.company_inc","Q20170221817","","__setup__.res_partner_7005","2017-02-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-21","N/A","sale"
"__setup__.sale_order_7731","base.main_company","Q201703096163","","__setup__.res_partner_6259","2017-03-09","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-03-16","","done"
"__setup__.sale_order_7585","__setup__.company_inc","Q20170223828","","__setup__.res_partner_3335","2017-02-23","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-23","005805","sale"
"__setup__.sale_order_7136","__setup__.company_inc","Q20161222662","","__setup__.res_partner_6853","2017-01-25","product.list0","stock.incoterm_DAP","__setup__.res_users_131","2017-01-30","4500070114","done"
"__setup__.sale_order_8331","base.main_company","Q201705116596","","__setup__.res_partner_6456","2017-05-11","product.list0","stock.incoterm_FCA","__setup__.res_users_53","2017-05-11","703005","sale"
"__setup__.sale_order_9287","__setup__.company_inc","Q201708311428","","__setup__.res_partner_6747","2017-08-31","product.list0","stock.incoterm_DAP","__setup__.res_users_142","","","draft"
"__setup__.sale_order_7888","__setup__.company_inc","Q20170324938","","__setup__.res_partner_5061","2017-03-24","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-03-24","10722922","sale"
"__setup__.sale_order_7694","__setup__.company_inc","Q20170307876","","__setup__.res_partner_3149","2017-03-07","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-07","08400","sale"
"__setup__.sale_order_7567","__setup__.company_inc","Q20170221819","","__setup__.res_partner_5061","2017-02-21","product.list0","stock.incoterm_EXW","__setup__.res_users_131","2017-02-22","10722880","done"
"__setup__.sale_order_7523","base.main_company","Q201702166025","","__setup__.res_partner_3","2017-02-16","product.list0","stock.incoterm_DAP","__setup__.res_users_52","2017-02-16","HUN/028023","done"
"__setup__.sale_order_7638","__setup__.company_inc","Q20170301849","","__setup__.res_partner_1020","2017-03-01","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-03-02","0013567","sale"
"__setup__.sale_order_7653","base.main_company","Q201703036109","","__setup__.res_partner_5805","2017-03-03","product.list0","stock.incoterm_EXW","__setup__.res_users_53","2017-03-03","","done"
"__setup__.sale_order_7368","__setup__.company_inc","Q20170131748","","__setup__.res_partner_3970","2017-01-31","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-01-31","0100064471","sale"
"__setup__.sale_order_8702","base.main_company","Q201706226860","","__setup__.res_partner_538","2017-06-22","product.list0","stock.incoterm_DDP","__setup__.res_users_169","2017-06-22","","done"
"__setup__.sale_order_7693","__setup__.company_inc","Q20170307875","","__setup__.res_partner_5","2017-03-07","product.list0","stock.incoterm_DAP","__setup__.res_users_131","2017-03-07","323 - Mktg","sale"
"__setup__.sale_order_9249","__setup__.company_inc","Q201708281412","","__setup__.res_partner_5173","2017-08-28","product.list0","stock.incoterm_EXW","__setup__.res_users_142","2017-08-28","16443","sale"
