id,name
"__setup__.drone_info_1","eBee"
"__setup__.drone_info_2","swinglet"
"__setup__.drone_info_3","eBee AG"
"__setup__.drone_info_4","eBee RTK"
"__setup__.drone_info_7","eBee SQ"
"__setup__.drone_info_5","albris"
"__setup__.drone_info_9","eBee plus"
