"id","name","repair_id/id","product_id/id","product_uom_qty","product_uom/id","price_unit","lot_id/id","location_id/id","location_dest_id/id"
"__setup__.mrp_repair_line_14034","[404-03-01] eBee Plus RTK","__setup__.mrp_repair_3923","__setup__.product_template_1658","1.0","product.product_uom_categ_unit","16743.3","__setup__.stock_production_lot_623555","stock.stock_location_stock","stock.location_production","1","done","__setup__.res_partner_3","true","__setup__.res_partner_3"
"__setup__.mrp_repair_line_12991","[404-02-01] eBee SQ","__setup__.mrp_repair_3683","__setup__.product_template_1580","1.0","product.product_uom_categ_unit","6358.3","__setup__.stock_production_lot_221846","stock.stock_location_stock","stock.location_production","1","done","__setup__.res_partner_3","true","__setup__.res_partner_3"
"__setup__.mrp_repair_line_17064","[404-01-01] eBee Plus","__setup__.mrp_repair_4536","__setup__.product_template_1657","1.0","product.product_uom_categ_unit","10713.3","__setup__.stock_production_lot_626702","stock.stock_location_stock","stock.location_production","1","done","__setup__.res_partner_3","true","__setup__.res_partner_3"
"__setup__.mrp_repair_line_16475","[502-02-02] battery EB","__setup__.mrp_repair_4616","__setup__.product_template_700","1.0","product.product_uom_categ_unit","64.5","","__setup__.stock_location_stock_inc","stock.location_production","1","done","__setup__.res_partner_5","true","__setup__.res_partner_5"
